,AVG_FAN PTS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_TGT,FAN PTS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,REC,REC_TDS,REC_YDS,RUSH_ATT,RUSH_TDS,RUSH_YDS,TEAM,TGT,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,BOOM,BUST,STARTER,PPR_BOOM,PPR_BUST,PPR_STARTER,DEPTH,STANDARD_ADP,PPR_ADP,20_YD_ATT,20_YD_%RUSH,10_YD_ATT,10_YD_%RUSH,5_YD_ATT,5_YD_%RUSH,20_YD_TGT,20_YD_%TGT,10_YD_TGT,10_YD_%TGT
SAVION WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.8,89.0,126.0,19.4,10.0,193.0,0.0,0.0,121.4,92,127,17.6,10,181,0.0,0.0,0.0,0.0,0.0,0.0,GB,0.0,13,17,6,0,0,0,0,0,0,6,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
SCOTT MILLER,0.5,0.4,0.0,5.3,0.0,0.0,0.0,0.7,6.9,157.8,135.0,188.0,21.0,12.0,191.0,0.9,11.9,151.5,132,187,17.9,12,180,5.0,0.0,69.0,0.0,0.0,0.0,PIT,9.0,14,11,21,0,100,0,0,100,0,6,500.0,500.0,0,0.0,0,0.0,0,0.0,1,1.8,0,0.0
SIMI FEHOKO,1.8,1.0,0.0,17.7,0.0,0.0,0.0,2.7,10.6,168.4,135.0,180.0,24.0,12.0,205.0,2.8,16.6,171.0,141,185,21.7,12,204,6.0,0.0,106.0,0.0,0.0,0.0,ARI,16.0,28,27,28,0,75,0,0,88,0,6,500.0,500.0,0,0.0,0,0.0,0,0.0,1,2.0,1,4.5
SKYY MOORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,162.0,132.0,174.0,20.5,11.0,190.0,0.0,0.0,161.6,132,178,19.4,11,187,0.0,0.0,0.0,0.0,0.0,0.0,SF,3.0,19,16,18,0,100,0,0,100,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
STEFON DIGGS,9.4,5.9,0.4,62.0,0.4,0.1,1.0,8.0,74.9,42.1,27.0,43.0,5.5,6.0,51.0,15.2,121.9,35.8,22,36,4.8,5,45,47.0,3.0,496.0,3.0,1.0,8.0,NE,64.0,32,32,14,0,25,50,0,0,50,1,86.5,85.2,1,1.2,1,2.6,0,0.0,5,7.8,4,11.1
STERLING SHEPARD,3.4,2.3,0.1,23.9,0.6,0.0,4.9,3.6,48.3,171.9,151.0,170.0,19.7,11.0,201.0,5.7,80.3,166.6,150,168,18.4,11,202,32.0,1.0,334.0,8.0,0.0,69.0,TB,51.0,3,5,4,0,54,0,0,54,0,5,500.0,500.0,3,3.9,0,0.0,0,0.0,5,6.5,4,8.3
STEVEN SIMS,-0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,-2.0,225.5,205.0,254.0,20.5,14.0,246.0,-0.2,-2.0,209.0,187,250,22.0,13,231,0.0,0.0,0.0,1.0,0.0,0.0,SEA,0.0,29,29,30,0,100,0,0,100,0,7,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TAI FELTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.8,97.0,121.0,16.2,10.0,194.0,0.0,0.0,116.4,92,118,14.6,10,179,0.0,0.0,0.0,0.0,0.0,0.0,MIN,0.0,26,28,24,0,0,0,0,0,0,4,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TEE HIGGINS,12.4,6.1,0.8,75.9,0.0,0.0,0.0,9.1,149.1,13.5,9.0,12.0,3.0,3.0,26.0,18.5,222.1,13.8,10,13,2.6,3,24,73.0,10.0,911.0,0.0,0.0,0.0,CIN,109.0,17,9,26,27,18,64,27,18,64,2,33.5,30.2,0,0.0,0,0.0,0,0.0,24,20.7,14,21.5
TERRACE MARSHALL,0.8,0.6,0.0,8.2,0.0,0.0,0.0,1.2,4.1,182.6,158.0,192.0,34.8,12.0,250.0,1.4,7.1,178.0,149,192,33.5,12,241,3.0,0.0,41.0,0.0,0.0,0.0,PHI,6.0,4,4,9,0,100,0,0,100,0,6,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TERRY MCLAURIN,10.9,4.8,0.8,64.5,0.1,0.0,0.1,6.9,185.8,19.7,11.0,19.0,5.1,4.0,36.0,15.8,267.8,20.7,13,20,4.9,4,40,82.0,13.0,1096.0,2.0,0.0,2.0,WAS,117.0,11,21,5,13,25,69,13,19,69,1,39.5,40.7,0,0.0,0,0.0,0,0.0,14,20.6,8,25.0
TETAIROA MCMILLAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,13.0,28.0,7.4,4.0,56.0,0.0,0.0,25.4,15,24,7.6,4,53,0.0,0.0,0.0,0.0,0.0,0.0,CAR,0.0,6,15,2,0,0,0,0,0,0,1,56.5,62.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TEZ JOHNSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.3,88.0,108.0,20.1,9.0,204.0,0.0,0.0,115.0,92,108,19.5,9,201,0.0,0.0,0.0,0.0,0.0,0.0,TB,0.0,3,5,4,0,0,0,0,0,0,7,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
THEO WEASE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.4,105.0,144.0,29.7,10.0,233.0,0.0,0.0,131.5,106,145,26.2,10,220,0.0,0.0,0.0,0.0,0.0,0.0,MIA,0.0,31,30,29,0,0,0,0,0,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TIM JONES,0.5,0.4,0.0,5.1,0.0,0.0,0.0,0.6,4.1,169.3,143.0,196.0,16.4,12.0,188.0,0.9,7.1,169.5,144,197,17.1,12,192,3.0,0.0,41.0,0.0,0.0,0.0,MIN,5.0,26,28,24,0,100,0,0,100,0,5,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TIM PATRICK,3.7,2.1,0.2,24.6,0.0,0.0,0.0,2.8,59.4,103.5,81.0,103.0,10.6,9.0,131.0,5.8,92.4,105.2,83,104,10.7,9,132,33.0,3.0,394.0,0.0,0.0,0.0,DET,44.0,22,19,16,0,60,7,0,67,7,4,500.0,500.0,0,0.0,0,0.0,0,0.0,8,9.0,5,12.2
TOM KENNEDY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,200.0,168.0,233.0,30.5,13.0,241.0,0.0,0.0,198.3,166,231,27.4,13,233,0.0,0.0,0.0,0.0,0.0,0.0,DET,1.0,22,19,16,0,100,0,0,100,0,6,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TORY HORTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.2,65.0,93.0,16.9,8.0,174.0,0.0,0.0,92.7,64,93,16.9,8,174,0.0,0.0,0.0,0.0,0.0,0.0,SEA,0.0,29,29,30,0,0,0,0,0,0,3,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TRAESHON HOLDEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,188.0,252.0,29.0,14.0,246.0,0.0,0.0,215.0,189,252,26.0,13,241,0.0,0.0,0.0,0.0,0.0,0.0,DAL,0.0,10,7,8,0,0,0,0,0,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TRAVIS HUNTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,20.0,31.0,5.5,5.0,50.0,0.0,0.0,33.3,20,33,6.2,5,51,0.0,0.0,0.0,0.0,0.0,0.0,JAC,0.0,30,24,32,0,0,0,0,0,0,2,68.5,68.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TRE HARRIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.2,44.0,64.0,10.8,7.0,106.0,0.0,0.0,67.8,46,67,10.8,7,111,0.0,0.0,0.0,0.0,0.0,0.0,LAC,0.0,15,12,13,0,0,0,0,0,0,3,145.0,156.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TRE TUCKER,4.8,2.8,0.2,31.7,0.5,0.1,2.6,4.8,82.3,96.0,69.0,97.0,10.0,8.0,121.0,7.6,129.3,97.7,71,97,9.5,8,121,47.0,3.0,539.0,9.0,1.0,44.0,LV,81.0,7,18,1,0,63,19,0,63,19,3,500.0,500.0,3,5.1,1,2.9,1,5.0,5,8.9,1,3.6
TRENT SHERFIELD,1.0,0.5,0.1,5.5,0.0,0.0,0.0,0.7,14.3,169.5,147.0,172.0,20.7,11.0,208.0,1.5,22.3,174.0,162,176,14.0,11,203,8.0,1.0,83.0,0.0,0.0,0.0,DEN,10.0,9,6,19,0,94,0,0,94,0,5,500.0,500.0,0,0.0,0,0.0,0,0.0,1,1.1,1,2.3
TRENTON IRWIN,0.3,0.5,0.0,2.5,0.0,0.0,0.0,1.7,1.5,200.0,172.0,234.0,24.7,13.0,232.0,0.8,4.5,192.0,155,225,29.4,12,227,3.0,0.0,15.0,0.0,0.0,0.0,JAC,10.0,30,24,32,0,100,0,0,100,0,6,500.0,500.0,0,0.0,0,0.0,0,0.0,6,5.2,5,7.7
TREY PALMER,1.5,0.8,0.1,11.5,0.0,0.0,0.0,1.5,23.2,181.4,157.0,191.0,32.1,12.0,244.0,2.3,35.2,177.4,157,191,24.0,12,223,12.0,1.0,172.0,0.0,0.0,0.0,TB,22.0,3,5,4,0,93,0,0,93,0,6,500.0,500.0,0,0.0,0,0.0,0,0.0,1,1.3,0,0.0
TROY FRANKLIN,2.4,1.8,0.1,16.4,0.1,0.0,0.5,3.3,39.1,97.1,66.0,112.0,15.4,9.0,133.0,4.2,67.1,97.8,67,112,15.3,9,134,28.0,2.0,263.0,2.0,0.0,8.0,DEN,53.0,9,6,19,0,80,0,0,80,0,4,500.0,500.0,0,0.0,0,0.0,0,0.0,5,7.6,2,6.7
TYLAN WALLACE,1.5,0.6,0.1,11.4,0.0,0.0,0.0,0.7,25.3,165.4,133.0,163.0,26.5,11.0,218.0,2.1,36.3,173.1,136,166,24.4,11,221,11.0,1.0,193.0,0.0,0.0,0.0,BAL,12.0,21,22,12,0,94,6,0,94,6,4,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TYLER JOHNSON,3.2,2.4,0.1,26.5,0.0,0.0,0.0,3.7,35.1,138.9,110.0,156.0,19.6,11.0,178.0,5.6,61.1,137.4,105,155,18.5,11,174,26.0,1.0,291.0,0.0,0.0,0.0,NYJ,41.0,24,26,22,0,86,0,0,86,0,4,500.0,500.0,0,0.0,0,0.0,0,0.0,10,13.3,5,12.8
TYLER LOCKETT,4.2,2.9,0.1,35.3,0.0,0.0,0.0,4.4,72.0,86.8,61.0,82.0,10.4,8.0,112.0,7.1,121.0,84.9,60,82,9.7,8,108,49.0,2.0,600.0,0.0,0.0,0.0,TEN,74.0,18,20,10,0,56,13,0,56,13,2,500.0,500.0,0,0.0,0,0.0,0,0.0,9,17.0,6,23.1
TYLER SCOTT,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.1,0.5,223.0,200.0,248.0,23.9,13.0,256.0,0.1,1.5,216.0,191,245,27.9,13,255,1.0,0.0,5.0,0.0,0.0,0.0,CHI,1.0,8,13,3,0,100,0,0,100,0,6,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TYQUAN THORNTON,1.2,1.0,0.0,11.8,0.0,0.0,0.0,2.0,4.7,137.4,100.0,153.0,14.7,11.0,164.0,2.2,8.7,141.5,102,153,15.4,11,167,4.0,0.0,47.0,0.0,0.0,0.0,KC,8.0,12,10,15,0,100,0,0,100,0,6,500.0,500.0,0,0.0,0,0.0,0,0.0,1,1.8,0,0.0
TYREEK HILL,8.1,4.8,0.4,56.4,0.5,0.0,3.1,7.2,137.2,15.5,9.0,14.0,3.4,3.0,27.0,12.8,218.2,15.0,9,15,3.3,3,27,81.0,6.0,959.0,8.0,0.0,53.0,MIA,123.0,31,30,29,13,25,31,13,25,31,1,28.5,31.2,0,0.0,0,0.0,0,0.0,18,21.7,9,22.5
TYRELL SHAVERS,4.3,0.3,0.3,23.0,0.0,0.0,0.0,0.3,12.9,193.5,165.0,242.0,28.5,13.0,222.0,4.6,13.9,186.0,143,239,43.0,13,229,1.0,1.0,69.0,0.0,0.0,0.0,BUF,1.0,27,31,11,0,67,33,0,67,0,7,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
VAN JEFFERSON,2.6,1.6,0.1,18.4,0.0,0.0,0.0,2.7,39.6,122.3,94.0,134.0,17.6,10.0,152.0,4.2,63.6,123.0,95,135,18.2,10,159,24.0,2.0,276.0,0.0,0.0,0.0,TEN,40.0,18,20,10,0,75,0,0,81,0,4,500.0,500.0,0,0.0,0,0.0,0,0.0,8,14.0,7,28.0
VELUS JONES,-0.1,0.5,0.0,4.0,1.5,0.0,5.5,0.5,-0.1,159.5,128.0,190.0,18.9,12.0,177.0,0.5,0.9,155.0,125,189,19.9,12,175,1.0,0.0,8.0,3.0,0.0,11.0,NO,1.0,5,3,23,0,100,0,0,100,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WANDALE ROBINSON,5.3,5.5,0.2,41.1,0.2,0.0,1.1,8.2,89.7,70.3,51.0,69.0,9.8,7.0,94.0,10.7,182.7,61.1,33,59,9.2,7,81,93.0,3.0,699.0,3.0,0.0,18.0,NYG,140.0,1,2,7,0,38,13,0,13,19,2,177.5,191.7,0,0.0,0,0.0,0,0.0,17,38.6,9,37.5
XAVIER GIPSON,0.5,0.4,0.1,2.3,0.1,0.0,0.3,0.6,8.4,164.0,150.0,175.0,7.5,11.0,171.0,0.8,14.4,153.4,146,173,5.3,11,162,6.0,1.0,39.0,1.0,0.0,5.0,NYJ,10.0,24,26,22,0,94,0,0,100,0,5,500.0,500.0,0,0.0,0,0.0,0,0.0,1,1.2,1,2.4
XAVIER HUTCHINSON,0.7,0.8,0.0,7.3,0.0,0.0,0.0,1.6,11.7,142.7,102.0,157.0,41.0,11.0,250.0,1.5,23.7,138.9,100,156,38.9,11,246,12.0,0.0,117.0,0.0,0.0,0.0,HOU,26.0,16,8,27,0,100,0,0,100,0,4,500.0,500.0,0,0.0,0,0.0,0,0.0,2,3.1,1,2.8
XAVIER LEGETTE,4.8,3.1,0.3,31.1,0.4,0.0,1.5,5.3,76.1,70.0,49.0,68.0,6.9,7.0,97.0,7.8,125.1,68.3,47,68,6.5,7,93,49.0,4.0,497.0,6.0,0.0,24.0,CAR,84.0,6,15,2,0,53,13,0,47,7,2,182.5,184.0,0,0.0,0,0.0,0,0.0,12,16.7,6,18.8
XAVIER RESTREPO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.5,82.0,106.0,19.9,9.0,202.0,0.0,0.0,107.9,80,106,19.5,9,203,0.0,0.0,0.0,0.0,0.0,0.0,TEN,0.0,18,20,10,0,0,0,0,0,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
XAVIER SMITH,0.3,0.1,0.0,0.4,0.3,0.0,2.4,0.1,4.2,171.0,154.0,182.0,16.0,12.0,198.0,0.4,6.2,166.2,157,181,7.9,12,180,2.0,0.0,6.0,4.0,0.0,36.0,LAR,2.0,25,23,31,0,100,0,0,100,0,5,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
XAVIER WEAVER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,205.8,163.0,220.0,31.3,12.0,249.0,0.0,0.0,206.3,162,223,30.8,12,247,0.0,0.0,0.0,0.0,0.0,0.0,ARI,2.0,28,27,28,0,100,0,0,100,0,7,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
XAVIER WORTHY,7.5,3.5,0.4,37.5,1.2,0.2,6.1,5.8,128.2,25.1,13.0,24.0,5.5,4.0,40.0,11.0,187.2,27.8,16,26,5.9,4,48,59.0,6.0,638.0,20.0,3.0,104.0,KC,98.0,12,10,15,6,31,38,0,31,38,2,59.0,55.0,6,7.2,1,2.5,1,4.0,17,17.7,7,15.2
ZACH PASCAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.8,178.0,227.0,26.3,13.0,251.0,0.0,0.0,204.5,177,219,22.6,12,240,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,100,0,0,100,0,0,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ZAY FLOWERS,8.0,4.4,0.2,62.3,0.5,0.0,3.3,6.8,135.5,26.7,18.0,27.0,4.6,4.0,39.0,12.3,209.5,28.2,20,27,5.4,5,45,74.0,4.0,1059.0,9.0,0.0,56.0,BAL,116.0,21,22,12,6,31,44,6,25,38,1,61.5,61.3,2,2.4,0,0.0,0,0.0,7,11.5,6,20.0
ZAY JONES,0.8,0.7,0.0,7.6,0.0,0.0,0.0,1.0,8.4,125.6,99.0,132.0,15.8,10.0,158.0,1.5,16.4,123.5,97,132,16.4,10,155,8.0,0.0,84.0,0.0,0.0,0.0,ARI,11.0,28,27,28,0,100,0,0,100,0,4,500.0,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
