PLAYER NAME,AVG_FAN PTS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_TGT,FAN PTS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,PPR_RK,REC,REC_TDS,REC_TGT,REC_YDS,RUSH_ATT,RUSH_TDS,RUSH_YDS,TEAM,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,BOOM,BUST,STARTER,DEPTH
Josh Babicz,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,128.5,120.0,156.0,8.5,11.0,137.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,20,26,12,0.0,0.0,0.0,0
Josh Oliver,0.0,0.8,0.0,6.0,0.0,0.0,0.0,1.4,0.0,65.8,45.0,66.0,23.4,8.0,134.0,1.4,15.6,92.4,74.0,89.0,24.3,8.0,158.0,89.0,9.0,0.0,15.0,66.0,0.0,0.0,0.0,BAL,27,27,22,0.0,0.0,0.0,4
Josiah Deguara,0.6,1.8,0.1,17.5,0.0,0.0,0.0,2.4,1.2,71.0,51.0,77.0,17.6,8.0,96.0,4.4,61.5,47.8,25.0,49.0,8.6,6.0,77.0,49.0,25.0,2.0,33.0,245.0,0.0,0.0,0.0,GB,26,29,17,0.0,93.3,6.7,2
Juwan Johnson,,1.0,0.3,12.2,0.0,0.0,0.0,1.7,,,,,,,,4.1,52.9,53.5,36.0,52.0,11.4,6.0,87.0,52.0,13.0,4.0,22.0,159.0,0.0,0.0,0.0,NO,9,12,7,0.0,84.6,7.7,3
Kendall Blanton,,1.0,0.0,9.3,0.0,0.0,0.0,1.8,,,,,,,,1.9,7.7,71.9,63.0,92.0,7.5,8.0,84.0,92.0,4.0,0.0,7.0,37.0,0.0,0.0,0.0,KC,15,17,15,0.0,0.0,0.0,0
Kenny Yeboah,0.0,0.7,0.0,12.0,0.0,0.0,0.0,1.0,0.0,57.3,32.0,80.0,17.8,9.0,82.0,1.9,5.6,111.0,78.0,140.0,24.3,10.0,136.0,140.0,2.0,0.0,3.0,36.0,0.0,0.0,0.0,NYJ,28,31,5,0.0,0.0,0.0,0
Kevin Rader,,0.7,0.0,2.7,0.0,0.0,0.0,1.0,,,,,,,,0.9,2.8,101.4,78.0,116.0,32.0,9.0,164.0,116.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,TEN,3,3,4,0.0,0.0,0.0,0
Ko Kieft,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,110.3,87.0,133.0,19.1,10.0,135.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,24,23,23,0.0,0.0,0.0,4
Kyle Pitts,0.0,4.0,0.1,60.4,0.0,0.0,0.0,6.5,0.0,5.9,1.0,6.0,3.7,2.0,34.0,10.4,176.6,3.0,1.0,3.0,0.8,1.0,5.0,3.0,68.0,1.0,110.0,1026.0,0.0,0.0,0.0,ATL,17,14,25,12.5,43.8,43.8,1
Kyle Rudolph,3.1,1.7,0.1,17.1,0.0,0.0,0.0,2.6,37.4,38.5,30.0,34.0,5.9,5.0,62.0,4.0,59.7,34.5,19.0,34.0,6.5,5.0,55.0,34.0,26.0,1.0,39.0,257.0,0.0,0.0,0.0,TB,24,23,23,0.0,86.7,6.7,2
Kylen Granson,0.0,1.1,0.0,10.6,0.0,0.0,0.0,1.5,0.0,61.5,26.0,64.0,4.8,8.0,68.0,2.2,21.6,46.1,30.0,47.0,6.0,6.0,58.0,47.0,11.0,0.0,15.0,106.0,0.0,0.0,0.0,IND,23,28,8,0.0,0.0,0.0,3
Logan Thomas,6.5,3.6,0.6,39.2,0.0,0.0,0.0,5.0,104.62,11.5,6.0,12.0,2.9,3.0,21.0,10.7,53.6,24.0,13.0,24.0,4.4,4.0,35.0,24.0,18.0,3.0,25.0,196.0,0.0,0.0,0.0,WAS,13,9,24,0.0,33.3,50.0,1
Lucas Krull,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,120.0,103.0,152.0,17.0,11.0,137.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,9,12,7,0.0,0.0,0.0,0
Luke Farrell,0.0,0.8,0.0,6.2,0.0,0.0,0.0,1.2,0.0,80.5,61.0,93.0,19.6,9.0,111.0,1.4,12.6,86.9,79.0,100.0,5.4,9.0,93.0,100.0,7.0,0.0,11.0,56.0,0.0,0.0,0.0,JAC,1,1,10,0.0,0.0,0.0,4
Marcedes Lewis,1.9,1.8,0.0,16.5,0.0,0.0,0.0,2.2,28.7,71.6,53.0,82.0,7.6,9.0,85.0,3.4,44.4,66.9,55.0,70.0,11.3,7.0,92.0,70.0,23.0,0.0,28.0,214.0,0.0,0.0,0.0,GB,26,29,17,0.0,93.8,0.0,3
Mark Andrews,8.0,6.3,0.5,80.1,0.1,0.0,0.0,9.0,112.1,4.9,2.0,4.0,0.9,2.0,7.0,17.7,301.1,2.1,1.0,2.0,0.4,1.0,3.0,2.0,107.0,9.0,153.0,1361.0,1.0,0.0,0.0,BAL,27,27,22,37.5,12.5,68.8,1
Mason Schreck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,109.0,121.0,8.0,11.0,125.0,0.0,0.0,131.5,131.0,158.0,0.5,11.0,132.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,18,10,28,0.0,0.0,0.0,0
Matt Sokol,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,115.0,108.0,150.0,7.0,10.0,122.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,7,11,3,0.0,0.0,0.0,0
Maxx Williams,1.8,3.2,0.2,38.6,0.0,0.0,0.0,3.4,16.2,45.3,25.0,53.0,9.7,7.0,68.0,8.3,41.3,63.3,49.0,65.0,10.4,7.0,84.0,65.0,16.0,1.0,17.0,193.0,0.0,0.0,0.0,ARI,11,7,26,0.0,60.0,40.0,3
Mike Gesicki,7.1,4.3,0.1,45.9,0.0,0.0,0.0,6.6,106.3,11.4,5.0,11.0,2.4,3.0,20.0,9.7,165.0,16.7,10.0,15.0,4.0,3.0,28.0,15.0,73.0,2.0,112.0,780.0,0.0,0.0,0.0,MIA,22,13,30,18.8,31.3,31.3,1
Miller Forristall,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,80.8,68.0,103.0,10.4,9.0,96.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,4,5,14,0.0,0.0,0.0,0
Mitchell Wilcox,,0.8,0.0,4.0,0.0,0.0,0.0,1.3,,,,,,,,1.1,4.6,91.6,67.0,91.0,17.4,8.0,134.0,91.0,3.0,0.0,5.0,16.0,0.0,0.0,0.0,CIN,30,25,29,0.0,0.0,0.0,3
Mo Alie-Cox,3.3,1.4,0.2,18.6,0.0,0.0,0.0,2.6,49.4,34.8,18.0,38.0,7.9,6.0,55.0,4.7,79.6,28.0,17.0,27.0,5.0,4.0,40.0,27.0,24.0,4.0,45.0,316.0,0.0,0.0,0.0,IND,23,28,8,6.3,87.5,12.5,1
MyCole Pruitt,,1.1,0.2,11.2,0.0,0.0,0.0,1.5,,,,,,,,3.7,48.5,61.3,51.0,114.0,7.3,9.0,67.0,114.0,14.0,3.0,19.0,145.0,0.0,0.0,0.0,ATL,17,14,25,0.0,81.3,6.3,0
Nakia Griffin-Stewart,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,111.0,96.0,148.0,15.0,10.0,126.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FA,33,33,33,0.0,0.0,0.0,0
Nick Bowers,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,98.0,87.0,141.0,11.0,10.0,109.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,30,25,29,0.0,0.0,0.0,0
Nick Boyle,2.6,0.5,0.0,1.0,0.0,0.0,0.0,1.0,23.3,55.6,36.0,69.0,6.6,8.0,65.0,0.6,1.2,72.5,51.0,74.0,12.7,7.0,99.0,74.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,BAL,27,27,22,0.0,0.0,0.0,3
Nick Vannett,1.0,1.3,0.1,19.0,0.0,0.0,0.0,2.1,15.5,59.9,38.0,73.0,5.2,8.0,69.0,4.0,28.3,81.9,54.0,84.0,18.7,8.0,111.0,84.0,9.0,1.0,15.0,133.0,0.0,0.0,0.0,NO,9,12,7,0.0,0.0,0.0,4
Noah Fant,5.8,4.3,0.3,41.9,0.0,0.0,0.0,5.6,87.3,9.2,6.0,8.0,2.0,2.0,18.0,9.9,159.0,18.5,12.0,18.0,4.3,3.0,32.0,18.0,68.0,4.0,90.0,670.0,0.0,0.0,0.0,SEA,29,30,20,13.3,33.3,46.7,1
Noah Gray,0.0,1.0,0.1,5.1,0.0,0.0,0.0,1.4,0.0,59.7,26.0,68.0,23.1,8.0,107.0,2.4,16.6,61.2,44.0,63.0,13.8,7.0,105.0,63.0,7.0,1.0,10.0,36.0,0.0,0.0,0.0,KC,15,17,15,0.0,0.0,0.0,3
Noah Togiai,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,105.5,85.0,145.0,20.5,10.0,126.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,31,24,32,0.0,0.0,0.0,0
O.J. Howard,6.7,1.3,0.1,12.3,0.0,0.0,0.0,1.9,26.6,28.3,16.0,29.0,3.1,5.0,42.0,3.0,33.5,37.9,26.0,36.0,7.6,5.0,59.0,36.0,14.0,1.0,21.0,135.0,0.0,0.0,0.0,FA,33,33,33,0.0,93.8,6.3,0
Parker Hesse,,1.3,0.0,10.8,0.0,0.0,0.0,1.5,,,,,,,,2.3,9.3,78.9,61.0,90.0,16.1,8.0,107.0,90.0,5.0,0.0,6.0,43.0,0.0,0.0,0.0,ATL,17,14,25,0.0,0.0,0.0,3
Pat Freiermuth,0.0,3.8,0.4,31.1,0.0,0.0,0.0,4.9,0.0,42.8,19.0,44.0,8.3,6.0,66.0,9.5,151.7,11.6,8.0,11.0,2.1,3.0,16.0,11.0,60.0,7.0,79.0,497.0,0.0,0.0,0.0,PIT,2,4,2,13.3,40.0,40.0,1
Peyton Hendershot,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,87.0,84.0,130.0,2.2,10.0,89.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,5,6,16,0.0,0.0,0.0,2
Pharaoh Brown,2.2,1.8,0.0,13.2,0.0,0.0,0.0,2.6,28.3,69.3,60.0,86.0,5.5,9.0,74.0,2.9,38.1,46.6,36.0,51.0,8.4,6.0,80.0,51.0,23.0,0.0,34.0,171.0,0.0,0.0,0.0,HOU,18,10,28,0.0,92.9,7.1,2
Quintin Morris,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,84.7,78.0,126.0,6.8,10.0,94.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,14,15,18,0.0,0.0,0.0,3
Richard Rodgers,3.3,2.0,0.0,11.0,0.0,0.0,0.0,2.0,46.5,57.0,35.0,72.0,24.2,8.0,114.0,3.1,3.1,82.3,31.0,124.0,42.5,9.0,135.0,124.0,2.0,0.0,2.0,11.0,0.0,0.0,0.0,FA,33,33,33,0.0,0.0,0.0,0
Robert Tonyan,7.8,2.3,0.3,25.5,0.0,0.0,0.0,3.6,124.6,9.2,5.0,9.0,2.1,2.0,15.0,6.3,50.4,20.5,12.0,21.0,4.2,4.0,31.0,21.0,18.0,2.0,29.0,204.0,0.0,0.0,0.0,GB,26,29,17,0.0,62.5,25.0,1
Ross Dwelley,1.9,1.0,0.3,12.8,0.0,0.0,0.0,1.3,30.5,60.0,51.0,75.0,3.9,8.0,66.0,3.8,15.1,73.2,53.0,75.0,15.9,7.0,118.0,75.0,4.0,1.0,5.0,51.0,0.0,0.0,0.0,SF,10,18,1,0.0,0.0,0.0,2
Ryan Griffin,0.6,1.9,0.1,18.6,0.0,0.0,0.0,3.0,8.6,55.7,39.0,59.0,7.5,7.0,71.0,4.6,65.1,58.8,41.0,59.0,12.7,7.0,98.0,59.0,27.0,2.0,42.0,261.0,0.0,0.0,0.0,CHI,12,16,6,0.0,85.7,14.3,2
Sammis Reyes,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,114.5,106.0,149.0,8.5,10.0,123.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FA,33,33,33,0.0,0.0,0.0,0
Sean McKeon,,0.8,0.2,5.4,0.0,0.0,0.0,1.2,,,,,,,,2.5,12.7,80.5,62.0,93.0,13.0,8.0,99.0,93.0,4.0,1.0,6.0,27.0,0.0,0.0,0.0,DAL,5,6,16,0.0,0.0,0.0,0
Shane Zylstra,,1.0,0.0,11.3,0.0,0.0,0.0,2.3,,,,,,,,2.1,6.4,89.8,67.0,107.0,16.2,9.0,121.0,107.0,3.0,0.0,7.0,34.0,0.0,0.0,0.0,DET,19,20,19,0.0,0.0,0.0,3
Shaun Beyer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,120.0,113.0,153.0,7.0,11.0,127.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,26,29,17,0.0,0.0,0.0,0
Stephen Anderson,0.7,1.1,0.1,11.8,0.0,0.0,0.0,1.4,10.6,105.3,94.0,112.0,15.3,10.0,127.0,2.8,38.5,91.8,76.0,122.0,12.4,9.0,109.0,122.0,16.0,1.0,19.0,165.0,0.0,0.0,0.0,FA,33,33,33,0.0,93.8,6.3,0
Stephen Sullivan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.5,92.0,117.0,8.5,10.0,109.0,0.0,0.0,99.4,90.0,118.0,6.9,9.0,111.0,118.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CAR,20,26,12,0.0,0.0,0.0,3
Stone Smartt,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,119.5,106.0,151.0,13.5,11.0,133.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,21,19,21,0.0,0.0,0.0,0
T.J. Hockenson,6.8,5.1,0.3,48.6,0.0,0.0,0.0,7.0,108.3,5.3,3.0,5.0,1.4,2.0,15.0,12.1,145.3,8.0,5.0,8.0,1.4,2.0,12.0,8.0,61.0,4.0,84.0,583.0,0.0,0.0,0.0,DET,19,20,19,16.7,33.3,58.3,1
Tanner Hudson,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,122.5,114.0,123.0,8.5,11.0,131.0,0.0,0.0,93.7,77.0,132.0,13.5,10.0,110.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FA,33,33,33,0.0,0.0,0.0,3
Taysom Hill,,0.3,0.0,4.3,5.8,0.4,31.2,0.5,,,,,,,,0.0,0.0,38.2,13.0,54.0,13.6,6.0,87.0,54.0,4.0,0.0,6.0,52.0,70.0,5.0,374.0,NO,9,12,7,25.0,25.0,50.0,1
Teagan Quitoriano,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,82.0,64.0,110.0,16.5,9.0,113.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,18,10,28,0.0,0.0,0.0,3
Thaddeus Moss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7,64.0,96.0,27.2,9.0,124.0,0.0,0.0,143.0,119.0,157.0,24.0,11.0,167.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,30,25,29,0.0,0.0,0.0,0
Tommy Hudson,,0.8,0.0,7.8,0.0,0.0,0.0,1.5,,,,,,,,1.5,6.1,79.7,60.0,123.0,17.3,9.0,102.0,123.0,3.0,0.0,6.0,31.0,0.0,0.0,0.0,FA,33,33,33,0.0,0.0,0.0,0
Tommy Sweeney,0.0,1.3,0.1,6.3,0.0,0.0,0.0,1.7,0.0,103.3,73.0,99.0,26.1,9.0,144.0,2.8,19.4,93.0,76.0,113.0,14.9,9.0,117.0,113.0,9.0,1.0,12.0,44.0,0.0,0.0,0.0,BUF,14,15,18,0.0,0.0,0.0,2
Tommy Tremble,0.0,1.3,0.1,12.0,0.2,0.1,0.7,2.3,0.0,64.5,32.0,61.0,16.0,8.0,93.0,3.5,53.1,38.1,29.0,41.0,4.8,6.0,52.0,41.0,20.0,1.0,35.0,180.0,3.0,1.0,11.0,CAR,20,26,12,0.0,86.7,6.7,2
Travis Kelce,13.9,5.8,0.6,70.3,0.1,0.1,0.2,8.4,207.76,1.0,1.0,1.0,0.1,1.0,2.0,16.4,262.8,1.1,1.0,1.0,0.3,1.0,3.0,1.0,92.0,9.0,134.0,1125.0,2.0,1.0,3.0,KC,15,17,15,46.7,26.7,73.3,1
Tre' McKitty,0.0,1.0,0.0,7.5,0.0,0.0,0.0,1.3,0.0,65.4,43.0,71.0,11.1,8.0,82.0,1.8,10.5,67.5,53.0,62.0,8.2,7.0,85.0,62.0,6.0,0.0,8.0,45.0,0.0,0.0,0.0,LAC,21,19,21,0.0,0.0,0.0,3
Trevon Wesco,,0.4,0.0,4.4,0.0,0.0,0.0,0.6,,,,,,,,0.8,6.5,82.4,62.0,111.0,19.5,9.0,110.0,111.0,3.0,0.0,5.0,35.0,0.0,0.0,0.0,CHI,12,16,6,0.0,0.0,0.0,3
Trey McBride,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,35.5,27.0,33.0,5.6,5.0,57.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,11,7,26,0.0,0.0,0.0,2
Tyler Conklin,1.6,3.6,0.2,34.9,0.0,0.0,0.0,5.1,25.4,43.1,30.0,47.0,8.4,7.0,61.0,8.1,138.3,33.2,23.0,35.0,5.6,5.0,59.0,35.0,61.0,3.0,87.0,593.0,0.0,0.0,0.0,NYJ,28,31,5,6.3,56.3,31.3,1
Tyler Davis,0.0,0.5,0.0,4.4,0.0,0.0,0.0,0.6,0.0,94.3,78.0,104.0,13.9,10.0,112.0,0.9,7.5,72.3,46.0,77.0,16.6,8.0,95.0,77.0,4.0,0.0,5.0,35.0,0.0,0.0,0.0,GB,26,29,17,0.0,0.0,0.0,4
Tyler Higbee,5.6,4.1,0.3,37.3,0.0,0.0,0.0,5.7,84.2,11.2,6.0,10.0,3.3,3.0,25.0,9.8,147.0,19.9,9.0,20.0,3.4,4.0,27.0,20.0,61.0,5.0,85.0,560.0,0.0,0.0,0.0,LAR,32,32,13,0.0,35.7,57.1,1
Tyler Kroft,3.0,1.8,0.1,19.2,0.0,0.0,0.0,2.8,29.9,53.4,22.0,65.0,12.8,8.0,79.0,4.4,39.3,66.0,46.0,101.0,22.0,9.0,104.0,101.0,16.0,1.0,25.0,173.0,0.0,0.0,0.0,SF,10,18,1,0.0,87.5,12.5,0
Tyler Mabry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,114.0,0.0,10.0,97.0,0.0,0.0,115.3,107.0,144.0,6.9,10.0,124.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,29,30,20,0.0,0.0,0.0,0
Tyree Jackson,,1.0,0.3,7.3,0.0,0.0,0.0,2.3,,,,,,,,3.7,11.2,92.9,68.0,94.0,18.1,8.0,121.0,94.0,3.0,1.0,7.0,22.0,0.0,0.0,0.0,PHI,31,24,32,0.0,0.0,0.0,4
Will Dissly,2.3,1.6,0.1,17.8,0.0,0.0,0.0,2.0,37.1,37.9,23.0,37.0,4.6,6.0,48.0,3.9,50.1,48.1,30.0,53.0,8.7,6.0,68.0,53.0,21.0,1.0,26.0,231.0,0.0,0.0,0.0,SEA,29,30,20,0.0,100.0,0.0,2
Zach Davidson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.3,60.0,98.0,25.0,9.0,120.0,0.0,0.0,93.8,75.0,115.0,18.4,9.0,125.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,14,15,18,0.0,0.0,0.0,0
Zach Ertz,3.8,4.4,0.3,44.9,0.1,0.0,0.2,6.6,41.5,24.6,6.0,25.0,4.1,4.0,39.0,10.6,180.7,9.3,6.0,9.0,1.5,2.0,14.0,9.0,74.0,5.0,112.0,763.0,1.0,0.0,4.0,ARI,11,7,26,6.3,31.3,56.3,1
Zach Gentry,0.0,1.9,0.0,16.7,0.0,0.0,0.0,2.5,0.0,102.0,89.0,118.0,13.0,10.0,115.0,3.6,35.7,63.0,50.0,66.0,10.6,7.0,94.0,66.0,19.0,0.0,25.0,167.0,0.0,0.0,0.0,PIT,2,4,2,0.0,0.0,0.0,2
Zaire Mitchell-Paden,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,144.0,132.0,159.0,12.0,11.0,156.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,4,5,14,0.0,0.0,0.0,0
