PLAYER NAME,AVG_FAN PTS,AVG_REC,AVG_REC_TDS,AVG_REC_TGT,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,FAN PTS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,PPR_RK,PPR_TIERS,REC,REC_TDS,REC_TGT,REC_YDS,RUSH_ATT,RUSH_TDS,RUSH_YDS,TEAM,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,BOOM,BUST,STARTER,DEPTH
Kyle Rudolph,3.1,2.3,0.1,3.1,27.8,0.0,0.0,0.0,37.4,38.5,30.0,34.0,5.9,5.0,62.0,5.5,65.4,38.4,27.0,33.0,5.5,5.0,58.0,34.0,5.0,28.0,1.0,37.0,334.0,0.0,0.0,0.0,NYG,13,13,17,0.0,66.7,16.7,2
Kylen Granson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,26.0,64.0,4.8,8.0,68.0,0.0,0.0,52.0,27.0,54.0,20.7,6.0,148.0,64.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,20,4,32,0.0,0.0,0.0,4
Lee Smith,1.6,0.4,0.2,0.6,3.5,0.0,0.0,0.0,15.5,100.5,91.0,116.0,9.5,10.0,110.0,1.9,19.5,95.4,84.0,108.0,13.2,9.0,120.0,116.0,10.0,4.0,2.0,6.0,35.0,0.0,0.0,0.0,ATL,19,10,23,0.0,0.0,0.0,0
Logan Thomas,6.5,4.5,0.4,6.9,41.9,0.2,0.0,0.3,104.62,11.5,6.0,12.0,2.9,3.0,21.0,11.0,176.62,8.7,4.0,8.0,2.5,2.0,18.0,9.0,3.0,72.0,6.0,110.0,670.0,3.0,0.0,5.0,WAS,12,8,19,12.5,37.5,56.3,1
Luke Farrell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5,61.0,93.0,19.6,9.0,111.0,0.0,0.0,89.8,57.0,85.0,29.1,8.0,174.0,90.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,15,25,2,0.0,0.0,0.0,4
Marcedes Lewis,1.9,0.7,0.2,1.1,7.1,0.0,0.0,0.0,28.7,71.6,53.0,82.0,7.6,9.0,85.0,2.6,38.7,70.9,54.0,75.0,10.4,7.0,94.0,83.0,9.0,10.0,3.0,17.0,107.0,0.0,0.0,0.0,GB,27,28,6,0.0,0.0,0.0,3
Mark Andrews,8.0,4.1,0.5,6.3,50.1,0.0,0.0,0.0,112.1,4.9,2.0,4.0,0.9,2.0,7.0,12.2,170.1,5.0,3.0,4.0,0.9,1.0,8.0,5.0,2.0,58.0,7.0,88.0,701.0,0.0,0.0,0.0,BAL,7,11,11,35.7,42.9,57.1,1
Mason Schreck,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,117.0,109.0,121.0,8.0,11.0,125.0,0.0,0.0,119.3,112.0,137.0,5.3,10.0,126.0,121.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CIN,24,15,27,0.0,0.0,0.0,0
Maxx Williams,1.8,0.9,0.1,1.1,11.3,0.0,0.0,0.0,16.2,45.3,25.0,53.0,9.7,7.0,68.0,2.7,24.2,49.3,33.0,53.0,7.9,6.0,62.0,55.0,7.0,8.0,1.0,10.0,102.0,0.0,0.0,0.0,ARI,29,26,22,0.0,0.0,0.0,1
Mike Gesicki,7.1,3.5,0.4,5.7,46.9,0.0,0.0,0.0,106.3,11.4,5.0,11.0,2.4,3.0,20.0,10.6,159.3,12.0,7.0,12.0,2.4,3.0,19.0,12.0,3.0,53.0,6.0,85.0,703.0,0.0,0.0,0.0,MIA,2,2,29,13.3,46.7,26.7,1
Mo Alie-Cox,3.3,2.1,0.1,2.6,26.3,0.0,0.0,0.0,49.4,34.8,18.0,38.0,7.9,6.0,55.0,5.4,80.4,33.9,21.0,36.0,6.5,5.0,52.0,38.0,6.0,31.0,2.0,39.0,394.0,0.0,0.0,0.0,IND,20,4,32,0.0,80.0,13.3,2
Nick Boyle,2.6,1.6,0.2,1.9,12.6,0.0,0.0,0.0,23.3,55.6,36.0,69.0,6.6,8.0,65.0,4.1,37.3,54.3,40.0,59.0,5.6,7.0,63.0,69.0,8.0,14.0,2.0,17.0,113.0,0.0,0.0,0.0,BAL,7,11,11,0.0,0.0,0.0,3
Nick Keizer,0.3,0.4,0.0,0.6,3.9,0.0,0.0,0.0,4.3,86.6,64.0,91.0,21.8,9.0,126.0,0.6,10.3,121.5,116.0,149.0,5.5,10.0,127.0,94.0,9.0,6.0,0.0,10.0,63.0,0.0,0.0,0.0,KC,23,20,20,0.0,0.0,0.0,3
Nick Vannett,1.0,0.9,0.1,1.4,6.3,0.0,0.0,0.0,15.5,59.9,38.0,73.0,5.2,8.0,69.0,2.0,29.5,60.7,43.0,69.0,8.6,7.0,73.0,72.0,8.0,14.0,1.0,21.0,95.0,0.0,0.0,0.0,NO,8,21,3,0.0,0.0,0.0,2
